dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,round,independent_runs,accuracy_mean,accuracy_ci95,backdoor_asr_mean,backdoor_asr_ci95,target_effective_aggregation_share_mean,target_effective_aggregation_share_ci95,target_returned_updates_mean,target_returned_updates_ci95,target_aggregated_updates_mean,target_aggregated_updates_ci95,target_observed_node_rate_mean,target_observed_node_rate_ci95,target_limited_rate_mean,target_limited_rate_ci95,target_admitted_rate_mean,target_admitted_rate_ci95,target_rffl_removals_mean,target_rffl_removals_ci95,target_lease_expirations_mean,target_lease_expirations_ci95,target_lease_renewals_mean,target_lease_renewals_ci95
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,11,5,0.82728,0.0066207592239459784,0.22617777777777776,0.11528816192810855,0.054983684876850916,0.021731251187029666,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,12,5,0.82772,0.006081872556258727,0.2472888888888889,0.14924288321286042,0.0549836848768509,0.021731251187029663,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,13,5,0.8246399999999999,0.008826126409107782,0.24995555555555554,0.14926290487141086,0.0549836848768509,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,14,5,0.8327200000000001,0.003789008440088526,0.2677777777777778,0.12405245168922804,0.0549836848768509,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,15,5,0.8278000000000001,0.003851160557581088,0.2979111111111111,0.15775155875978333,0.10381999954466663,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,16,5,0.83192,0.002998560713613656,0.33866666666666667,0.18041413289197164,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,17,5,0.83152,0.006797699324587448,0.4016,0.16243232438807345,0.10381999954466666,0.03892949916260286,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,18,5,0.83432,0.0021042450140842076,0.40617777777777775,0.16993320359345995,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,19,5,0.8336,0.003733260577470522,0.4557333333333333,0.18116829557677638,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,20,5,0.83392,0.0036438131565651568,0.44244444444444453,0.18625378966071351,0.054983684876850916,0.021731251187029666,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,21,5,0.8295200000000001,0.006657913046629969,0.4330222222222222,0.1890788888658881,0.054983684876850916,0.021731251187029663,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,22,5,0.83176,0.009523490017339395,0.4343111111111111,0.17210814717438946,0.054983684876850916,0.021731251187029663,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,23,5,0.8299199999999999,0.012360139888838969,0.4444444444444445,0.15068428705104273,0.05498368487685089,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,24,5,0.8356000000000001,0.0037456292272943477,0.45986666666666665,0.16159788029302105,0.0549836848768509,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,25,5,0.83348,0.004075231282557775,0.5028,0.15901974565182825,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,26,5,0.8275599999999999,0.01277213033480073,0.49106666666666665,0.19259700901398008,0.10381999954466666,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,27,5,0.83636,0.005057094886178559,0.5488000000000001,0.2015307896210841,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,28,5,0.83596,0.004620591942647679,0.5604000000000001,0.18747815732494738,0.10381999954466666,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,29,5,0.83572,0.006179945209177256,0.5735111111111111,0.17880242606986924,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,30,5,0.8351600000000001,0.006349263150871547,0.5742222222222222,0.17142703776148352,0.054983684876850916,0.021731251187029666,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,31,5,0.82548,0.023735341884339747,0.5780444444444444,0.1893987141359574,0.054983684876850916,0.021731251187029663,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,32,5,0.82804,0.02205930628359291,0.5615111111111111,0.1742483660952828,0.0549836848768509,0.021731251187029656,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,33,5,0.8362,0.0027930540974429345,0.5845333333333332,0.15700437550216334,0.0549836848768509,0.021731251187029656,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,34,5,0.8375199999999999,0.006129847550686606,0.5969777777777778,0.17107221552580923,0.054983684876850916,0.021731251187029663,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,35,5,0.83848,0.004807661430535114,0.6210666666666667,0.15552552869084496,0.10381999954466663,0.038929499162602854,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,36,5,0.8378,0.0030312881300257033,0.6288,0.16726431185236873,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,37,5,0.8384400000000001,0.003342821458466964,0.6470222222222223,0.17611004355447046,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,38,5,0.8348000000000001,0.007728298663161624,0.6488888888888888,0.2005956295641491,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,39,5,0.8375600000000001,0.00618443409293622,0.6756888888888888,0.15599552842301326,0.10381999954466666,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,40,5,0.8384799999999999,0.006232114342010712,0.6623111111111111,0.15427170185344247,0.05498368487685089,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,41,5,0.8365599999999999,0.0068289262292984725,0.6554666666666666,0.14742918021681176,0.0549836848768509,0.021731251187029656,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,42,5,0.83356,0.005801109478906183,0.6511111111111111,0.16469841900608045,0.0549836848768509,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,43,5,0.8342400000000001,0.006772249899625867,0.6601777777777778,0.16402332620420482,0.0549836848768509,0.021731251187029656,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,44,5,0.8353999999999999,0.005673738770423826,0.6614222222222221,0.17881628545313777,0.0549836848768509,0.021731251187029656,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,45,5,0.84056,0.002416623944067676,0.6929333333333333,0.1679633450714818,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,46,5,0.84024,0.0018863487615169907,0.7069777777777778,0.1539690059992695,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,47,5,0.83708,0.0030292530253115558,0.7149777777777777,0.17468477403329777,0.10381999954466666,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,48,5,0.8409599999999999,0.003939813758199161,0.7211111111111111,0.15047357248750956,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,49,5,0.83912,0.004392051833625735,0.7381333333333334,0.14763250791547491,0.10381999954466663,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,50,5,0.83644,0.006256311065703578,0.7153777777777777,0.14472308700847158,0.0549836848768509,0.021731251187029663,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,1,5,0.75768,0.014613282805314811,0.030666666666666665,0.019965061724603442,0.0549836848768509,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,2,5,0.7906799999999999,0.011137110059696491,0.026488888888888888,0.022923733183862625,0.054983684876850916,0.021731251187029663,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,3,5,0.80472,0.00884741145102632,0.018488888888888888,0.010418510890870375,0.0549836848768509,0.021731251187029656,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,4,5,0.8076799999999998,0.008682064152781496,0.020844444444444443,0.009748407258250028,0.0549836848768509,0.021731251187029652,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,5,5,0.81684,0.006181940671033945,0.021822222222222222,0.008090307683169378,0.10381999954466663,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,6,5,0.8145199999999999,0.0142489802885772,0.015955555555555556,0.004154486339698389,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,7,5,0.8149199999999999,0.015755537050443757,0.020933333333333335,0.010019927480886155,0.10381999954466666,0.0389294991626029,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,8,5,0.8180799999999999,0.006820341780613601,0.019155555555555558,0.009857140466415056,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,9,5,0.8198399999999999,0.004735935022734763,0.017466666666666665,0.008017518484686207,0.10381999954466663,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,10,5,0.82112,0.013538807254093302,0.017777777777777778,0.005042719469146984,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,11,5,0.82652,0.009216125040195191,0.019422222222222223,0.0076804449605556175,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,12,5,0.8266,0.005735896372656166,0.020488888888888886,0.011080729885370288,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,13,5,0.8192,0.01834555931151297,0.018711111111111112,0.010846357753231593,0.10381999954466666,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,14,5,0.8313199999999998,0.002436953420573505,0.02031111111111111,0.0066611827205081495,0.10381999954466663,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,15,5,0.82764,0.004832609877718992,0.018444444444444444,0.007614239429759543,0.10381999954466666,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,16,5,0.8301999999999999,0.0038989040404366054,0.019733333333333332,0.007121867498640323,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,17,5,0.8318,0.005164486429523436,0.021644444444444445,0.00775688881105847,0.10381999954466666,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,18,5,0.83216,0.005295373061731378,0.020177777777777777,0.005189303902721852,0.10381999954466666,0.0389294991626029,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,19,5,0.8274800000000001,0.00834708565072878,0.021733333333333334,0.011763936696968366,0.10381999954466666,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,20,5,0.8295999999999999,0.009608265271524759,0.022044444444444443,0.006674884173560464,0.10381999954466666,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,21,5,0.8277599999999999,0.009698341733844644,0.017377777777777777,0.006857729900227918,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,22,5,0.8288399999999999,0.0171524095699651,0.018088888888888887,0.011391072008263356,0.10381999954466666,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,23,5,0.825,0.018009693193819537,0.016844444444444447,0.007731819747085059,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,24,5,0.83416,0.0016227365650084778,0.02311111111111111,0.009281514647674316,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,25,5,0.82972,0.006056469920150341,0.01937777777777778,0.0064249733686755585,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,26,5,0.82148,0.024933404570331687,0.0156,0.008489805950798868,0.10381999954466663,0.038929499162602896,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,27,5,0.83212,0.01171199196077178,0.0196,0.007602731882566213,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,28,5,0.83192,0.0033712949677027104,0.017822222222222222,0.007161843867912133,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,29,5,0.8312800000000001,0.005133345921323562,0.02053333333333333,0.010217809777162704,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,30,5,0.8329599999999999,0.005639396758956804,0.02222222222222222,0.012200143982293713,0.10381999954466663,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,31,5,0.8173199999999999,0.0390667038792123,0.018266666666666667,0.00787330588080411,0.10381999954466666,0.038929499162602875,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,32,5,0.8241200000000001,0.02931673616122959,0.016311111111111113,0.008512643097647729,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,33,5,0.8341200000000001,0.008233646147946345,0.022133333333333335,0.010556803714079549,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,34,5,0.8323600000000001,0.014076768349855998,0.020088888888888885,0.008588328354631166,0.10381999954466663,0.03892949916260289,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,35,5,0.8326,0.00665188967161174,0.01982222222222222,0.008769912440056156,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,36,5,0.8337200000000001,0.002993414732966041,0.021333333333333333,0.005424582572478988,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,37,5,0.8334400000000001,0.004040276201103256,0.019644444444444444,0.010063901344843045,0.10381999954466666,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,38,5,0.8342,0.008896762991724084,0.017377777777777777,0.004033609361989296,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,39,5,0.8309599999999999,0.012535764950314231,0.020800000000000003,0.007371906988119113,0.10381999954466663,0.03892949916260288,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
