dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,round,configured_access_lease_full_updates,accuracy,backdoor_asr,target_effective_aggregation_share,target_returned_updates,target_aggregated_updates,target_observed_node_rate,target_limited_rate,target_admitted_rate,target_rffl_removals,target_lease_expirations,target_lease_renewals,lease_full_updates
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,11,5,0.2735,0.14222222222222222,0.05537555539138602,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,12,5,0.3345,0.029444444444444443,0.05537555539138602,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,13,5,0.306,0.19777777777777777,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,14,5,0.3165,0.041666666666666664,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,15,5,0.3275,0.1761111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,16,5,0.288,0.4033333333333333,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,17,5,0.318,0.06666666666666667,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,18,5,0.3065,0.051666666666666666,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,19,5,0.316,0.3566666666666667,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,20,5,0.323,0.2927777777777778,0.05537555539138602,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,21,5,0.324,0.20166666666666666,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,22,5,0.3265,0.06055555555555556,0.055375555391386014,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,23,5,0.3255,0.17,0.055375555391386014,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,24,5,0.2995,0.021666666666666667,0.055375555391386035,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,25,5,0.3245,0.26666666666666666,0.10494,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,26,5,0.3165,0.25166666666666665,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,27,5,0.326,0.2761111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,28,5,0.358,0.23833333333333334,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,29,5,0.3055,0.4022222222222222,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,30,5,0.322,0.305,0.05537555539138602,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,31,5,0.3375,0.1761111111111111,0.05537555539138604,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,32,5,0.3,0.26,0.05537555539138602,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,33,5,0.3245,0.38722222222222225,0.05537555539138602,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,34,5,0.351,0.15,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,35,5,0.3315,0.48444444444444446,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,36,5,0.3465,0.16277777777777777,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,37,5,0.31,0.39611111111111114,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,38,5,0.3275,0.049444444444444444,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,39,5,0.3575,0.25,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,40,5,0.3375,0.14055555555555554,0.05537555539138603,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,41,5,0.348,0.16,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,42,5,0.335,0.29777777777777775,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,43,5,0.3415,0.3472222222222222,0.05537555539138602,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,44,5,0.3515,0.3433333333333333,0.055375555391386014,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,45,5,0.354,0.3466666666666667,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,46,5,0.3435,0.42833333333333334,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,47,5,0.353,0.21444444444444444,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,48,5,0.3345,0.195,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,49,5,0.3325,0.43666666666666665,0.10494,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,50,5,0.3345,0.4311111111111111,0.05537555539138602,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,1,5,0.1135,0.0,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,2,5,0.1855,0.0005555555555555556,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,3,5,0.2175,0.1361111111111111,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,4,5,0.2345,0.01611111111111111,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,5,5,0.2705,0.21833333333333332,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,6,5,0.2685,0.30833333333333335,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,7,5,0.284,0.14666666666666667,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,8,5,0.304,0.3605555555555556,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,9,5,0.3135,0.305,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,10,5,0.305,0.07833333333333334,0.06692841977231748,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,11,5,0.298,0.38166666666666665,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,12,5,0.3215,0.06222222222222222,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,13,5,0.2665,0.4816666666666667,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,14,5,0.326,0.025,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,15,5,0.338,0.2638888888888889,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,16,5,0.3155,0.04888888888888889,0.12546,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,17,5,0.304,0.07611111111111112,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,18,5,0.305,0.2677777777777778,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,19,5,0.2925,0.17444444444444446,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,20,5,0.3025,0.04833333333333333,0.06692841977231749,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,21,5,0.335,0.085,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,22,5,0.3195,0.38055555555555554,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,23,5,0.3305,0.35555555555555557,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,24,5,0.3425,0.15,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,25,5,0.322,0.22333333333333333,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,26,5,0.2995,0.085,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,27,5,0.3225,0.21222222222222223,0.12546,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,28,5,0.304,0.5138888888888888,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,29,5,0.309,0.385,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,30,5,0.3385,0.34055555555555556,0.06692841977231748,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,31,5,0.346,0.23166666666666666,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,32,5,0.3665,0.4066666666666667,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,33,5,0.3605,0.49333333333333335,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,34,5,0.3305,0.2688888888888889,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,35,5,0.345,0.24555555555555555,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,36,5,0.3215,0.505,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,37,5,0.342,0.20722222222222222,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,38,5,0.3475,0.24055555555555555,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,39,5,0.3435,0.3794444444444444,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,40,5,0.3145,0.4444444444444444,0.06692841977231748,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,41,5,0.3355,0.31333333333333335,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,42,5,0.3315,0.4411111111111111,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,43,5,0.3375,0.5761111111111111,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,44,5,0.3425,0.18777777777777777,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,45,5,0.353,0.3327777777777778,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,46,5,0.2845,0.7616666666666667,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,47,5,0.3425,0.4305555555555556,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,48,5,0.3235,0.5222222222222223,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,49,5,0.3365,0.5205555555555555,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,50,5,0.3595,0.5461111111111111,0.06692841977231749,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,1,5,0.15,0.7327777777777778,0.05825705063759988,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,2,5,0.2255,0.006111111111111111,0.058257050637599866,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,3,5,0.241,0.023333333333333334,0.058257050637599866,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,4,5,0.275,0.1461111111111111,0.05825705063759987,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,5,5,0.2335,0.051111111111111114,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,6,5,0.2765,0.11388888888888889,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,7,5,0.2835,0.10111111111111111,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,8,5,0.28,0.34,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,9,5,0.2655,0.10222222222222223,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,10,5,0.3,0.056666666666666664,0.05825705063759988,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,11,5,0.2795,0.3605555555555556,0.05825705063759988,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,12,5,0.2995,0.18166666666666667,0.05825705063759988,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,13,5,0.3125,0.012777777777777779,0.058257050637599866,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,14,5,0.3015,0.020555555555555556,0.05825705063759989,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,15,5,0.316,0.07944444444444444,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,16,5,0.2765,0.21555555555555556,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,17,5,0.322,0.3488888888888889,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,18,5,0.307,0.17944444444444443,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,19,5,0.3345,0.15666666666666668,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,20,5,0.3335,0.22111111111111112,0.058257050637599866,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,21,5,0.3295,0.32944444444444443,0.058257050637599866,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,22,5,0.305,0.21166666666666667,0.05825705063759988,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,23,5,0.3255,0.32222222222222224,0.05825705063759989,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,24,5,0.3405,0.34444444444444444,0.05825705063759987,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,25,5,0.3445,0.20166666666666666,0.1101,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,26,5,0.324,0.1111111111111111,0.11010000000000002,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,27,5,0.3215,0.2,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,28,5,0.352,0.3422222222222222,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,29,5,0.334,0.26555555555555554,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,30,5,0.3325,0.22333333333333333,0.058257050637599866,2,2,1.0,1.0,0.0,0,2,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,31,5,0.342,0.29833333333333334,0.058257050637599866,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,32,5,0.339,0.2644444444444444,0.05825705063759988,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,33,5,0.316,0.27111111111111114,0.05825705063759988,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,34,5,0.3445,0.3088888888888889,0.05825705063759988,2,2,1.0,1.0,0.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,35,5,0.329,0.5355555555555556,0.11009999999999998,2,2,1.0,0.0,1.0,0,0,2,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,36,5,0.349,0.3761111111111111,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,37,5,0.3345,0.5261111111111111,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,38,5,0.345,0.38166666666666665,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,39,5,0.339,0.5811111111111111,0.1101,2,2,1.0,0.0,1.0,0,0,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,40,5,0.369,0.33,0.05825705063759988,2,2,1.0,1.0,0.0,0,2,0,5
