dataset,client_count,attacker_count,cohort_mode,trust_estimator,attack_scenario,noniid_alpha,repeat,method_variant,control_variant,sustained_target_share_reduction,limited_returned_update_rate_increase,full_weight_aggregated_update_rate_reduction,asr_auc_reduction,round_8_asr_reduction,final_backdoor_asr_reduction,final_accuracy_difference,runtime_overhead_seconds,asr_ge_10pct_delay,asr_ge_20pct_delay,asr_ge_30pct_delay
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,access_freshness_lease,access_full,0.029031760670338025,0.42857142857142855,0.4285714285714286,0.09303240740740731,-0.08944444444444444,0.12,0.0015000000000000013,-0.8472973000000081,-3.0,-1.0,-4.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,access_freshness_lease,access_full,0.025819952464552307,0.42857142857142855,0.4285714285714286,0.06936342592592587,0.037777777777777743,0.28333333333333327,0.004500000000000004,13.219363500000014,0.0,4.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,6,access_freshness_lease,access_full,0.023645908683813555,0.42857142857142855,0.4285714285714286,0.030318287037037067,0.3322222222222222,-0.017222222222222194,0.019000000000000017,1.2737559999999917,-2.0,-5.0,-3.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,7,access_freshness_lease,access_full,0.02377140731112523,0.42857142857142855,0.4285714285714286,0.07044560185185184,0.15555555555555556,0.07777777777777778,-0.01699999999999996,5.344556699999998,3.0,2.0,1.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,access_freshness_lease,access_full,0.02386219910305276,0.42857142857142855,0.4285714285714286,0.08783564814814801,0.17055555555555557,0.39777777777777773,0.04299999999999998,0.4746883999999909,0.0,0.0,-4.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,access_freshness_lease,access_full,0.014915744722287808,0.42857142857142855,0.4285714285714286,0.03369212962962964,0.06666666666666668,0.04055555555555555,-0.030999999999999972,0.09102319999999509,0.0,0.0,-7.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,0,access_freshness_lease,rffl_reputation,0.09137100362724752,0.4897959183673469,0.4897959183673469,-0.01553240740740739,0.0016666666666666635,-0.04111111111111111,0.03899999999999998,-4.637164399999989,-3.0,-17.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,1,access_freshness_lease,rffl_reputation,0.09150562682234739,0.4897959183673469,0.4897959183673469,-0.013171296296296299,-0.15388888888888888,-0.030555555555555558,0.01649999999999996,4.913358700000003,3.0,11.0,11.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,2,access_freshness_lease,rffl_reputation,0.028596959800330557,0.4897959183673469,0.4897959183673469,0.0007638888888888973,0.05666666666666667,-0.10833333333333334,0.011999999999999955,-11.397399799999988,-2.0,2.0,10.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,3,access_freshness_lease,rffl_reputation,0.0619675412143791,0.4897959183673469,0.4897959183673469,-0.001041666666666663,0.07444444444444445,-0.05388888888888889,-0.0030000000000000027,0.11245049999999424,-1.0,nan,nan
