dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,stage,attacker_fraction,normal_nodes,target_initial_limited_rate,target_initial_admitted_rate,normal_initial_admitted_rate,target_onboarding_seconds_mean,normal_onboarding_seconds_mean,target_returned_updates_after_start,target_aggregated_updates_after_start,target_effective_aggregation_share_after_start,target_rffl_removals,normal_rffl_removals,update_payload_bytes,server_processing_seconds,configuration_runtime_seconds,controller_state_bytes,configured_access_lease_full_updates,final_accuracy,final_backdoor_asr,total_rounds,target_full_access_round_mean,target_promoted_rate,target_effective_aggregation_share_early,target_effective_aggregation_share_late,backdoor_asr_auc_after_start,backdoor_asr_at_round_8,backdoor_asr_growth_round_8_to_final,first_round_asr_ge_10pct,first_round_asr_ge_20pct,first_round_asr_ge_30pct,target_effective_aggregation_share_sustained,target_limited_returned_update_rate_after_start,target_full_weight_aggregated_update_rate_after_start,target_lease_expirations,target_lease_renewals,normal_lease_expirations,lease_full_updates
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,1,formal10,0.1,18,1.0,0.0,1.0,3.2024699449539185,14.38499535454644,98,98,0.019399632428017073,0,0,122920000,62.720064349999994,185.4405793,8318671,5,0.3585,0.11888888888888889,50,5.0,1.0,0.010101010101010097,0.019999999999999896,0.061238425925925925,0.03166666666666667,0.08722222222222223,11.0,11.0,11.0,0.01999999999999991,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,2,formal10,0.1,18,1.0,0.0,1.0,2.719865322113037,16.011983566814,98,98,0.0867061486262489,0,0,122920000,62.46681035999999,185.5403696,8322791,5,0.3525,0.16833333333333333,50,5.0,1.0,0.04668201800293072,0.08920000000000011,0.11843171296296295,0.049444444444444444,0.11888888888888889,2.0,9.0,12.0,0.08920000000000007,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,3,formal10,0.1,18,1.0,0.0,1.0,2.734148144721985,14.47922564877404,98,98,0.10205539878208736,0,0,122920000,66.55282819000001,192.203179,8310455,5,0.364,0.08555555555555555,50,5.0,1.0,0.055375555391386014,0.10493999999999966,0.05710648148148147,0.08888888888888889,-0.003333333333333341,3.0,7.0,nan,0.10493999999999969,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,4,formal10,0.1,18,1.0,0.0,1.0,2.950623869895935,11.205370306968689,98,98,0.12208828150400498,0,0,122920000,66.25035829999999,190.8969891,8449743,5,0.353,0.19333333333333333,50,5.0,1.0,0.06692841977231749,0.12546000000000018,0.08112847222222223,0.06166666666666667,0.13166666666666665,4.0,18.0,nan,0.12546000000000015,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,5,formal10,0.1,18,1.0,0.0,1.0,2.5453481674194336,10.869754883978102,98,98,0.1070905306353964,0,0,122920000,70.18573515999998,165.0656518,8335079,5,0.342,0.13111111111111112,50,5.0,1.0,0.058257050637599866,0.1100999999999999,0.11238425925925927,0.18833333333333332,-0.0572222222222222,4.0,4.0,20.0,0.11009999999999989,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,6,formal10,0.1,18,1.0,0.0,1.0,3.0580652952194214,2.9412266413370767,98,98,0.0971974241178003,0,0,122920000,71.04934087999997,142.3048402,8330983,5,0.3515,0.03222222222222222,50,5.0,1.0,0.05260941874907898,0.09995999999999991,0.0700462962962963,0.23277777777777778,-0.20055555555555554,6.0,6.0,nan,0.09995999999999987,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,7,formal10,0.1,18,1.0,0.0,1.0,2.70752489566803,6.22613799571991,98,98,0.09776313588823086,0,0,122920000,73.07006731,165.8310601,8330959,5,0.339,0.0033333333333333335,50,5.0,1.0,0.052930832973581955,0.10054000000000038,0.06452546296296294,0.16833333333333333,-0.165,7.0,14.0,nan,0.10054000000000017,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,8,formal10,0.1,18,1.0,0.0,1.0,2.221402168273926,5.971941987673442,98,98,0.0981728018185185,0,0,122920000,72.49282681999996,166.2208707,8318695,5,0.316,0.03388888888888889,50,5.0,1.0,0.053163703766113395,0.1009600000000002,0.07576967592592594,0.0044444444444444444,0.029444444444444447,5.0,5.0,5.0,0.10095999999999998,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,9,formal10,0.1,18,1.0,0.0,1.0,3.4174320697784424,14.459008309576246,98,98,0.05930166202499709,0,0,122920000,70.27315446,196.2931955,8322767,5,0.3125,0.0011111111111111111,50,5.0,1.0,0.03149143346364508,0.06105999999999983,0.06548032407407406,0.345,-0.34388888888888886,6.0,6.0,8.0,0.06105999999999987,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,0,formal10,0.1,18,1.0,0.0,1.0,4.361972212791443,10.250566641489664,98,98,0.08224263382676777,0,0,122920000,60.54357076,211.7504659,8318695,5,0.3725,0.4583333333333333,50,5.0,1.0,0.044179222921822296,0.0846199999999998,0.25658564814814816,0.07222222222222222,0.38611111111111107,2.0,2.0,2.0,0.08461999999999993,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,formal10,0.1,18,1.0,0.0,1.0,2.617644190788269,14.47911200258467,98,98,0.019399632428017073,0,0,122920000,62.70177915,180.1575308,8330935,5,0.334,0.10444444444444445,50,5.0,1.0,0.010101010101010095,0.019999999999999896,0.09691550925925928,0.006666666666666667,0.09777777777777778,2.0,5.0,14.0,0.01999999999999991,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,formal10,0.1,18,1.0,0.0,1.0,2.719334840774536,16.18851688173082,98,98,0.08670614862624891,0,0,122920000,61.36299113999999,184.8458364,8347367,5,0.3585,0.4411111111111111,50,5.0,1.0,0.04668201800293071,0.08920000000000008,0.3028472222222222,0.008333333333333333,0.43277777777777776,2.0,2.0,2.0,0.08920000000000008,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,formal10,0.1,18,1.0,0.0,1.0,2.5413891077041626,14.955906563334995,98,98,0.1020553987820873,0,0,122920000,61.617926020000006,185.9648852,8396447,5,0.348,0.5561111111111111,50,5.0,1.0,0.055375555391386014,0.10493999999999962,0.23612847222222222,0.16,0.3961111111111111,3.0,3.0,11.0,0.10493999999999966,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,formal10,0.1,18,1.0,0.0,1.0,3.41063129901886,11.356854769918654,98,98,0.12208828150400501,0,0,122920000,67.97525112,191.7341744,8343247,5,0.358,0.6661111111111111,50,5.0,1.0,0.06692841977231748,0.12546000000000018,0.38288194444444446,0.27111111111111114,0.39499999999999996,6.0,6.0,10.0,0.12546000000000015,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,formal10,0.1,18,1.0,0.0,1.0,2.339913010597229,11.215888606177437,98,98,0.10709053063539642,0,0,122920000,70.54454572000003,165.8576866,8343247,5,0.3455,0.5955555555555555,50,5.0,1.0,0.05825705063759987,0.11009999999999993,0.32749421296296294,0.37777777777777777,0.21777777777777774,4.0,4.0,8.0,0.11009999999999986,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,6,formal10,0.1,18,1.0,0.0,1.0,2.9514236450195312,3.0770588980780706,98,98,0.09719742411780033,0,0,122920000,67.93240511,133.761536,8322791,5,0.355,0.39111111111111113,50,5.0,1.0,0.05260941874907897,0.09995999999999994,0.269375,0.44277777777777777,-0.05166666666666664,5.0,8.0,8.0,0.09995999999999991,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,7,formal10,0.1,18,1.0,0.0,1.0,2.6664575338363647,6.121278060807122,98,98,0.09776313588823088,0,0,122920000,70.31443128000001,159.4497002,8322767,5,0.358,0.26666666666666666,50,5.0,1.0,0.052930832973581955,0.10054000000000035,0.2701736111111111,0.44055555555555553,-0.17388888888888887,3.0,5.0,6.0,0.10054000000000018,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,formal10,0.1,18,1.0,0.0,1.0,2.9284231662750244,6.667965531349182,98,98,0.09817280181851847,0,0,122920000,68.95019927,159.3237578,8331007,5,0.3325,0.69,50,5.0,1.0,0.0531637037661134,0.1009600000000002,0.3301909722222221,0.28444444444444444,0.4055555555555555,3.0,3.0,7.0,0.10096,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,formal10,0.1,18,1.0,0.0,1.0,2.5732533931732178,13.959760665893555,98,98,0.059301662024997086,0,0,122920000,69.46873289999998,190.5282757,8302287,5,0.3505,0.05722222222222222,50,5.0,1.0,0.03149143346364508,0.06105999999999983,0.17393518518518516,0.115,-0.05777777777777778,2.0,2.0,12.0,0.06105999999999987,0.061224489795918366,0.9387755102040817,0,0,0,0
cifar10,20,2,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,0,formal10,0.1,18,0.0,1.0,1.0,2.726359724998474,10.086678081088596,98,98,0.14843747540497432,0,2,117757360,68.63832278000001,221.8603307,8204031,5,0.319,0.0005555555555555556,50,1.0,1.0,0.10230940401539601,0.15144582787207947,0.05206018518518519,0.0811111111111111,-0.08055555555555555,5.0,19.0,nan,0.15571441246097564,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,1,formal10,0.1,18,0.0,1.0,1.0,2.3418368101119995,14.53379894627465,98,98,0.10588358974309896,0,2,121199120,66.22062153,186.1456141,8298191,5,0.333,0.13444444444444445,50,1.0,1.0,0.09861990699539969,0.10635730818220508,0.06151620370370372,0.0038888888888888888,0.13055555555555556,3.0,3.0,3.0,0.10646027256885383,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,2,formal10,0.1,18,0.0,1.0,1.0,2.407706618309021,16.19339630338881,98,98,0.09746518574889439,0,0,122920000,71.69890908,197.2656913,8318647,5,0.3405,0.06555555555555556,50,1.0,1.0,0.09816052130880698,0.09741983777812158,0.12480324074074074,0.14222222222222222,-0.07666666666666666,4.0,4.0,23.0,0.09650432662391517,0.0,1.0,0,0,0,0
