dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,stage,attacker_fraction,normal_nodes,target_initial_limited_rate,target_initial_admitted_rate,normal_initial_admitted_rate,target_onboarding_seconds_mean,normal_onboarding_seconds_mean,target_returned_updates_after_start,target_aggregated_updates_after_start,target_effective_aggregation_share_after_start,target_rffl_removals,normal_rffl_removals,update_payload_bytes,server_processing_seconds,configuration_runtime_seconds,controller_state_bytes,configured_access_lease_full_updates,final_accuracy,final_backdoor_asr,total_rounds,target_full_access_round_mean,target_promoted_rate,target_effective_aggregation_share_early,target_effective_aggregation_share_late,backdoor_asr_auc_after_start,backdoor_asr_at_round_8,backdoor_asr_growth_round_8_to_final,first_round_asr_ge_10pct,first_round_asr_ge_20pct,first_round_asr_ge_30pct,target_effective_aggregation_share_sustained,target_limited_returned_update_rate_after_start,target_full_weight_aggregated_update_rate_after_start,target_lease_expirations,target_lease_renewals,normal_lease_expirations,lease_full_updates
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,0,formal,0.1,18,1.0,0.0,1.0,3.7688151597976685,9.953716145621406,90,90,0.06618207637057817,0,0,122920000,95.90111969000002,260.7277405,8437455,5,0.325,0.18388888888888888,50,5.0,1.0,0.08461999999999997,0.0643434088337281,0.19522727272727272,0.295,-0.1111111111111111,8.0,8.0,18.0,0.0643434088337281,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,formal,0.1,18,1.0,0.0,1.0,3.5393565893173218,14.741412480672201,90,90,0.01540522438044201,0,0,122920000,96.94869202000004,230.9838704,8322743,5,0.3095,0.14277777777777778,50,5.0,1.0,0.019999999999999987,0.01495464574650644,0.07547348484848486,0.014444444444444444,0.12833333333333333,6.0,47.0,nan,0.01495464574650644,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,formal,0.1,18,1.0,0.0,1.0,3.428618907928467,16.394447247187298,90,90,0.06984027560288136,0,0,122920000,104.20632292999994,243.2463547,8355583,5,0.348,0.29055555555555557,50,5.0,1.0,0.08920000000000002,0.06790736682358463,0.24307449494949485,0.14277777777777778,0.14777777777777779,6.0,15.0,15.0,0.06790736682358463,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,formal,0.1,18,1.0,0.0,1.0,3.1014307737350464,14.991262859768337,90,90,0.0824734447686039,0,0,122920000,112.10777309000001,250.0585041,8347319,5,0.3445,0.26555555555555554,50,5.0,1.0,0.10493999999999998,0.08022105296664254,0.19795454545454552,0.04,0.22555555555555554,6.0,13.0,13.0,0.08022105296664254,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,formal,0.1,18,1.0,0.0,1.0,3.7513667345046997,11.77447103129493,90,90,0.09908666297183766,0,0,122920000,116.64105264999999,262.765994,8310431,5,0.3215,0.6605555555555556,50,5.0,1.0,0.12546000000000002,0.09642823932966216,0.314324494949495,0.6022222222222222,0.05833333333333335,6.0,7.0,8.0,0.09642823932966216,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,formal,0.1,18,1.0,0.0,1.0,3.827677607536316,11.419998274909126,90,90,0.08663567037185271,0,0,122920000,118.04895675000002,231.4215725,8326839,5,0.3625,0.47333333333333333,50,5.0,1.0,0.11009999999999999,0.08428004753544756,0.3266161616161616,0.02277777777777778,0.45055555555555554,6.0,6.0,7.0,0.08428004753544756,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,6,formal,0.1,18,1.0,0.0,1.0,3.1607238054275513,3.7967046631707086,90,90,0.07846614435083885,0,0,122920000,111.23652551999999,193.3480816,8306335,5,0.3275,0.32722222222222225,50,5.0,1.0,0.09996000000000003,0.07631409131618633,0.2297537878787878,0.1938888888888889,0.13333333333333336,6.0,6.0,18.0,0.07631409131618633,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,7,formal,0.1,18,1.0,0.0,1.0,3.3246339559555054,6.550887823104858,90,90,0.07893236738391515,0,0,122920000,97.85604538000003,205.6532597,8310479,5,0.354,0.24555555555555555,50,5.0,1.0,0.10054000000000002,0.07676859268887493,0.19773358585858591,0.04555555555555556,0.2,9.0,16.0,21.0,0.07676859268887493,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,formal,0.1,18,1.0,0.0,1.0,3.1073157787323,6.7539345158471,90,90,0.0792700578426179,0,0,122920000,97.92127629999999,204.7255297,8326863,5,0.3605,0.3333333333333333,50,5.0,1.0,0.10095999999999997,0.07709780089694726,0.24101010101010092,0.25222222222222224,0.08111111111111108,6.0,6.0,9.0,0.07709780089694726,0.4666666666666667,0.5333333333333333,10,8,0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,formal,0.1,18,1.0,0.0,1.0,3.6558667421340942,14.705342928568522,90,90,0.047489262012309866,0,0,122920000,93.76323728,223.7330549,8416951,5,0.326,0.07388888888888889,50,5.0,1.0,0.06106,0.04614425527771207,0.16306186868686867,0.23833333333333334,-0.16444444444444445,6.0,6.0,29.0,0.04614425527771207,0.4666666666666667,0.5333333333333333,10,8,0,5
