dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,round,independent_runs,accuracy_mean,accuracy_ci95,backdoor_asr_mean,backdoor_asr_ci95,target_effective_aggregation_share_mean,target_effective_aggregation_share_ci95,target_returned_updates_mean,target_returned_updates_ci95,target_aggregated_updates_mean,target_aggregated_updates_ci95,target_observed_node_rate_mean,target_observed_node_rate_ci95,target_limited_rate_mean,target_limited_rate_ci95,target_admitted_rate_mean,target_admitted_rate_ci95,target_rffl_removals_mean,target_rffl_removals_ci95,configured_access_lease_full_updates,target_lease_expirations_mean,target_lease_expirations_ci95,target_lease_renewals_mean,target_lease_renewals_ci95,lease_full_updates
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,24,10,0.32544999999999996,0.013520949927081097,0.16627777777777777,0.08874677576225488,0.04717186657794859,0.01145677887023617,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,25,10,0.32685,0.011755783131125264,0.2286111111111111,0.08914930218542234,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,2.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,26,10,0.32089999999999996,0.015499216203431355,0.2624444444444444,0.12118106469206197,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,27,10,0.32574999999999993,0.015461062279205424,0.16894444444444445,0.07568526585421134,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,28,10,0.32825000000000004,0.014089131380966891,0.27511111111111114,0.1280169520436556,0.08968400000000001,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,29,10,0.32434999999999997,0.009640449925589495,0.18016666666666667,0.12831876629849853,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,30,10,0.32925,0.010741277093335824,0.1976111111111111,0.1042776084145554,0.04717186657794859,0.011456778870236172,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,31,10,0.3396,0.009936339183187655,0.22227777777777774,0.0851936354338452,0.0471718665779486,0.011456778870236172,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,32,10,0.32785000000000003,0.008645416974558204,0.2723888888888889,0.11757081809855327,0.0471718665779486,0.01145677887023617,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,33,10,0.3288,0.015123591703199194,0.20611111111111108,0.09994807418472122,0.0471718665779486,0.011456778870236174,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,34,10,0.33460000000000006,0.013485526531718202,0.2668888888888889,0.11781493414344772,0.0471718665779486,0.011456778870236172,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,35,10,0.32985,0.014467247221975446,0.2826666666666667,0.13002566678691452,0.08968399999999999,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,2.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,36,10,0.33295,0.013225453352741359,0.23949999999999996,0.10523807823201672,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,37,10,0.34025000000000005,0.011339967699303734,0.2624444444444445,0.09558221530183117,0.08968399999999999,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,38,10,0.3365,0.00796409270487907,0.24638888888888885,0.11260251490261455,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,39,10,0.34104999999999996,0.014730534498979323,0.2876666666666666,0.10139040953996412,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,40,10,0.34295,0.009965837180297497,0.2884999999999999,0.11870971795985549,0.04717186657794859,0.011456778870236167,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,41,10,0.34705,0.007509260147261576,0.27255555555555555,0.1187267397237492,0.0471718665779486,0.011456778870236174,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,42,10,0.3405,0.016720590991207544,0.27027777777777773,0.10910320833540091,0.04717186657794859,0.01145677887023617,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,43,10,0.33840000000000003,0.008600495565492633,0.28833333333333333,0.09900761414668448,0.04717186657794859,0.01145677887023617,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,44,10,0.34634999999999994,0.01731781902979543,0.3118888888888889,0.08116966104181367,0.0471718665779486,0.011456778870236167,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,45,10,0.34085,0.011572984684242718,0.2976111111111111,0.10032785079157017,0.08968399999999999,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,2.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,46,10,0.33209999999999995,0.00801887828295856,0.3508333333333333,0.14054548831527905,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,47,10,0.33130000000000004,0.015290910740832693,0.3275,0.08095491312595736,0.08968400000000001,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,48,10,0.35775000000000007,0.012685404737559372,0.2583888888888889,0.11087429801970633,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,49,10,0.35019999999999996,0.011460852136707769,0.32649999999999996,0.05797983932841364,0.08968399999999999,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_freshness_lease,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,50,10,0.3379,0.013087534480463852,0.2996666666666667,0.1205216509458294,0.0471718665779486,0.01145677887023617,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2.0,0.0,0.0,0.0,5
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,1,10,0.1459,0.025922189122143023,0.28561111111111115,0.3105854977977058,0.04717186657794859,0.011456778870236167,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,2,10,0.21060000000000004,0.018216101612128072,0.07205555555555555,0.07225966238196506,0.0471718665779486,0.011456778870236172,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,3,10,0.23434999999999997,0.016608035933286823,0.11966666666666667,0.0807326166078512,0.0471718665779486,0.01145677887023617,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,4,10,0.25335,0.017960104866843966,0.11077777777777778,0.08640689087502043,0.0471718665779486,0.011456778870236172,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,5,10,0.24285,0.016485187390143586,0.06105555555555555,0.05345611910883963,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,6,10,0.26665,0.018975357896282165,0.07372222222222223,0.05461766940698118,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,7,10,0.26980000000000004,0.01605635887805901,0.04622222222222223,0.021345752480479038,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,8,10,0.28205,0.014076211218508678,0.04983333333333333,0.03060628160262913,0.08968399999999999,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,9,10,0.29705,0.012409203047180154,0.07744444444444445,0.05065139516203998,0.08968399999999999,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,10,10,0.2947000000000001,0.019891267404507414,0.08083333333333333,0.042871196331758114,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,11,10,0.29579999999999995,0.017681041223123157,0.092,0.053971596795861436,0.08968399999999999,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,12,10,0.30324999999999996,0.01742273083989824,0.10416666666666667,0.06922783028457846,0.08968400000000001,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,13,10,0.30079999999999996,0.017038247118070556,0.09877777777777777,0.059306065080359474,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,14,10,0.2899,0.012062245868004796,0.0865,0.06992268383884827,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,15,10,0.2955500000000001,0.02000048444838222,0.05849999999999998,0.04126503842009287,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,16,10,0.30924999999999997,0.013496537212443448,0.08933333333333333,0.061280930035335184,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,17,10,0.31389999999999996,0.010602148187578658,0.0748888888888889,0.03564782902369726,0.089684,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,18,10,0.3134,0.011194313411952712,0.04344444444444444,0.03497240213443751,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,19,10,0.29894999999999994,0.01416479933787785,0.05627777777777778,0.04047365735362258,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,20,10,0.3177,0.0117523364586829,0.04572222222222223,0.029852162030729275,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,21,10,0.3195,0.012725402033884562,0.07466666666666667,0.04141156394344428,0.089684,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,22,10,0.3154,0.019603041779087935,0.09050000000000001,0.05647892404219016,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,23,10,0.3348,0.010028046283987579,0.06072222222222223,0.04760134390233754,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,24,10,0.32604999999999995,0.017828555751971866,0.07577777777777778,0.047898725012075045,0.08968400000000001,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,25,10,0.3321,0.008921749520367497,0.07472222222222222,0.02103973655198842,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,26,10,0.3262,0.019428522302372856,0.06116666666666666,0.05395769455470371,0.08968399999999999,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,27,10,0.3308,0.019366232212023358,0.05377777777777778,0.027717559513263483,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,28,10,0.3247,0.00988240242842048,0.12683333333333333,0.03862326208295346,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,29,10,0.33535,0.012242673904940899,0.05388888888888889,0.04162451478244202,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,30,10,0.33575,0.011638145780593512,0.07505555555555556,0.030421898498093687,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,31,10,0.34199999999999997,0.009221354712578496,0.07949999999999999,0.031157164789915037,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,32,10,0.32144999999999996,0.014529407707888199,0.07072222222222221,0.051940442364619664,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,33,10,0.32535000000000003,0.012154110552829134,0.10505555555555557,0.062228558199581153,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,34,10,0.32920000000000005,0.014106222291435632,0.09033333333333335,0.03956954872162187,0.08968399999999999,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,35,10,0.3387,0.012677502262553543,0.07650000000000001,0.0409281164145911,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,36,10,0.33385,0.015201264118684844,0.058166666666666665,0.025137907124060183,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,37,10,0.33199999999999996,0.015095179613047885,0.0781111111111111,0.0469932637201323,0.08968399999999999,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,38,10,0.32999999999999996,0.020492336119781972,0.08,0.06351631240749642,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,39,10,0.32875,0.013319487544563425,0.11066666666666666,0.057992172149963654,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,40,10,0.33544999999999997,0.016778682293131803,0.09172222222222222,0.07322548716308355,0.08968400000000001,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,41,10,0.34290000000000004,0.01455223429609105,0.0455,0.028946869572326565,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,42,10,0.33904999999999996,0.018888560775592332,0.079,0.03937151677658972,0.089684,0.02130267985895321,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,43,10,0.3342,0.014792885889799311,0.09227777777777778,0.054855371728418395,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,44,10,0.34290000000000004,0.013532877173571599,0.0445,0.02924782706587775,0.08968400000000001,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,45,10,0.32935000000000003,0.013230396563832986,0.09255555555555556,0.05553222170759299,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,46,10,0.33635000000000004,0.014667288125792408,0.09461111111111112,0.04821636911460128,0.089684,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,47,10,0.33175,0.01176206919410411,0.09622222222222221,0.058787136768264255,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,48,10,0.34575,0.010063492312083347,0.05872222222222222,0.0356252994330636,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,49,10,0.34285,0.008590986724970866,0.06661111111111112,0.02949340356585761,0.089684,0.021302679858953216,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,50,10,0.34475,0.012854602886917624,0.08005555555555553,0.044049959030202326,0.089684,0.021302679858953212,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,10,0.1459,0.025922189122143023,0.28561111111111115,0.3105854977977058,0.0471718665779486,0.011456778870236174,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,10,0.20400000000000001,0.020077485588342176,0.04277777777777778,0.04569510154070609,0.04717186657794859,0.01145677887023617,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,10,0.22489999999999996,0.01584568923974834,0.0698888888888889,0.08524663105566932,0.0471718665779486,0.011456778870236174,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0
