"dataset","client_count","attacker_count","attacker_fraction","cohort_mode","variant","trust_estimator","attack_scenario","noniid_alpha","repeat","rounds","configuration_runtime_seconds","controller_state_bytes","access_lease_full_updates","max_local_train_samples","validation_samples_per_class","test_samples_per_class","rffl_reputation_fade","rffl_reputation_threshold_scale"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","9","50","230.4373355","8445647","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","0","50","260.9949006","8314599","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","1","50","224.9329537","8330935","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","2","50","226.1956989","8318647","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","3","50","236.8042852","8433359","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","4","50","224.9694667","8306335","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","5","50","193.587545","8322767","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","6","50","167.6805583","8310503","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","7","50","204.3523135","8359655","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","8","50","199.861383","8314599","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","9","50","223.9475253","8322767","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","0","50","261.4915114","8298167","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","1","50","229.8424061","8326935","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","2","50","230.5828712","8335055","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","3","50","230.5188255","8457911","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","4","50","230.951746","8314623","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","5","50","209.4048579","8322767","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","6","50","179.2390835","8408759","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","7","50","205.4437603","8421023","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","8","50","205.6614602","8347319","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","9","50","230.8382059","8412855","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","0","50","265.785445","8330935","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","1","50","230.3108513","8322791","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","2","50","229.4850069","8122063","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","3","50","230.9487518","8318647","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","4","50","231.50743","8343295","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","5","50","209.1524302","8326911","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","6","50","177.9390556","8322767","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","7","50","205.0790514","8216247","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","8","50","197.9597317","8117967","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","9","50","235.9572376","8322743","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","0","50","285.1587923","8224487","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","1","50","191.9574407","8396471","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","2","50","185.5855671","8216247","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","3","50","184.3766637","8236799","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","4","50","195.6165754","8314551","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","5","50","159.7643527","8347367","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","6","50","133.5961843","8322815","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","7","50","158.9973464","8339175","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","8","50","154.3716899","8306383","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","9","50","184.1025153","8339127","5","512","100","200","0.95","0.333333333333333"
