"dataset","client_count","attacker_count","attacker_fraction","cohort_mode","variant","trust_estimator","attack_scenario","noniid_alpha","repeat","rounds","configuration_runtime_seconds","controller_state_bytes","access_lease_full_updates","max_local_train_samples","validation_samples_per_class","test_samples_per_class","rffl_reputation_fade","rffl_reputation_threshold_scale"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","3","50","110.5841108","6237879","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","4","50","105.3043171","6250239","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","5","50","105.4552231","6237879","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","6","50","74.4157604","6250191","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","7","50","99.6055998","6246071","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","8","50","111.5694891","6241975","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","9","50","131.114744","6258335","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","0","50","161.8412566","6246071","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","1","50","136.9108746","6254263","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","2","50","105.7885941","6246071","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","3","50","105.1016163","6229663","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","4","50","105.8862983","6262479","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","5","50","100.0963394","6246071","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","6","50","75.0052556","6250239","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","7","50","105.4299831","6246071","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","8","50","105.5316395","6250191","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","9","50","131.1281181","6258431","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","0","50","172.5616591","6241975","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","1","50","136.4959824","6233783","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","2","50","105.2636457","6241927","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","3","50","110.7566029","6246071","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","4","50","100.5535646","6254263","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","5","50","105.2984335","6254263","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","6","50","75.583497","6250167","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","7","50","105.0636214","6266599","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","8","50","110.6124839","6250167","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","9","50","136.578673","6258359","5","512","100","200","0.95","0.333333333333333"
