"dataset","client_count","attacker_count","attacker_fraction","cohort_mode","variant","trust_estimator","attack_scenario","noniid_alpha","repeat","rounds","configuration_runtime_seconds","controller_state_bytes","access_lease_full_updates","max_local_train_samples","validation_samples_per_class","test_samples_per_class","rffl_reputation_fade","rffl_reputation_threshold_scale"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.1","8","50","165.0213087","8404687","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.1","9","50","184.5049101","8421119","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","0","50","210.021005","8306383","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","1","50","191.5737329","8314527","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","2","50","196.5803795","8425191","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","3","50","191.8759456","8412879","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","4","50","191.8371904","8318647","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","5","50","160.7152061","8421047","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","6","50","135.5127412","8326863","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","7","50","155.3526089","8322743","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","8","50","160.6869195","8412855","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","9","50","187.3857549","8302263","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","0","50","226.4693372","8314599","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","1","50","198.6232909","8318671","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","2","50","196.5982198","8326791","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","3","50","185.9201669","8425191","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","4","50","185.7745496","8339175","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","5","50","154.8637499","8318623","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","6","50","128.1901771","8318719","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","7","50","153.906975","8322767","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","8","50","153.4730019","8417023","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.1","9","50","185.2156166","8339199","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","0","50","215.4223579","8232655","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","1","50","185.4773318","8310479","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","2","50","179.8815473","8347343","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","3","50","179.3702541","8335079","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","4","50","190.5430264","8437455","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","5","50","165.2597196","8314599","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","6","50","129.8898216","8335079","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","7","50","159.7343015","8310503","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","8","50","154.6779582","8216271","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.1","9","50","191.1782675","8318671","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","0","50","227.279378","8318719","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","1","50","189.6228841","8318719","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","2","50","185.4875233","8306359","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","3","50","179.8864385","8322767","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","4","50","180.139773","8306383","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","5","50","149.1977884","8298191","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","6","50","134.6641425","8408759","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","7","50","160.6931009","8310479","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","8","50","154.4999699","8326839","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.1","9","50","186.2812834","8318695","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","0","50","211.5153945","8318647","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","1","50","179.3083339","8322743","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","2","50","180.8407111","8425167","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","3","50","180.0500283","8331007","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","4","50","190.8455177","8404735","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","5","50","154.6904978","8408759","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","6","50","122.5692709","8298167","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","7","50","154.1350796","8412903","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","8","50","149.1901949","8322767","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","10","9","50","173.997555","8314551","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","0","50","215.3551152","8412831","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","1","50","179.7211068","8400615","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","2","50","185.7975532","8339127","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","3","50","180.4838142","8396471","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","4","50","183.5489228","8326863","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","5","50","154.3764908","8330935","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","6","50","123.6212071","8339127","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","7","50","154.0142488","8330959","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","8","50","154.757248","8310479","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","10","9","50","185.9526563","8408759","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","0","50","210.5488234","8453911","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","1","50","179.8705036","8306359","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","2","50","180.3038461","8408783","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","3","50","179.1577436","8416951","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","4","50","179.3013616","8322839","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","5","50","148.3303953","8302263","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","6","50","117.4167875","8314575","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","7","50","154.3144349","8314575","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","8","50","148.5447267","8318695","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","10","9","50","179.4859195","8318695","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","0","50","215.8561653","8335079","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","1","50","180.1381742","8310479","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","2","50","179.4114168","8343223","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","3","50","183.8335468","8330959","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","4","50","185.4673297","8318671","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","5","50","159.1634309","8417023","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","6","50","128.7597403","8339199","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","7","50","154.1836206","8416999","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","8","50","153.975559","8310455","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","10","9","50","185.4568717","8322719","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","0","50","208.8020411","8212175","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","1","50","180.1332208","8314623","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","2","50","179.7627825","8404687","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","3","50","184.3106567","8318647","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","4","50","179.2637694","8330959","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","5","50","148.2124115","8232703","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","6","50","118.2041759","8220391","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","7","50","148.5840453","8306407","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","8","50","154.4373535","8343295","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","10","9","50","174.183133","8318671","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","0","50","210.3065726","8199887","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","1","50","179.5738212","8289975","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","2","50","173.8038754","8101583","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","3","50","184.2328856","8351463","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","4","50","179.8154443","8089223","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","5","50","153.7218888","8187551","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","6","50","122.9637577","8326863","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","7","50","154.4814842","8236799","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","8","50","154.0905177","8318695","5","512","100","200","0.95","0.333333333333333"
"cifar10","20","2","0.1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","10","9","50","179.8109766","8203935","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","0","50","161.478402","6274815","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","1","50","130.7828647","6258407","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","2","50","100.9943346","6246095","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","3","50","105.8936125","6250191","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","4","50","100.5010684","6262455","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","5","50","100.5154414","6254239","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","6","50","74.5984416","6254263","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","7","50","100.1529629","6274767","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","8","50","105.2910336","6254239","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","9","50","131.7344779","6262431","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","0","50","167.2958042","6246095","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","1","50","131.2138003","6254239","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","2","50","105.4434548","6250143","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","3","50","110.9935719","6266551","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","4","50","100.3887898","6250143","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","5","50","100.3343074","6254239","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","6","50","75.6687043","6262479","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","7","50","100.1842855","6262503","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","8","50","110.6832007","6250119","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","9","50","131.5162697","6262455","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","0","50","162.5551597","6246095","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","1","50","131.0484546","6246095","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","2","50","100.3589168","6254287","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","3","50","105.8602186","6237903","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","4","50","100.2883151","6254287","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","5","50","100.4295121","6241927","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","6","50","75.9770337","6246071","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","7","50","99.905492","6266623","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","8","50","100.5783842","6258407","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","9","50","130.8349221","6250191","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","0","50","167.4200103","6266551","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","1","50","131.6463093","6241999","5","512","100","200","0.95","0.333333333333333"
"cifar10","10","1","0.1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","2","50","105.0731721","6250191","5","512","100","200","0.95","0.333333333333333"
