dataset,client_count,attacker_count,cohort_mode,trust_estimator,attack_scenario,noniid_alpha,repeat,method_variant,control_variant,sustained_target_share_reduction,limited_returned_update_rate_increase,full_weight_aggregated_update_rate_reduction,asr_auc_reduction,round_8_asr_reduction,final_backdoor_asr_reduction,final_accuracy_difference,runtime_overhead_seconds,asr_ge_10pct_delay,asr_ge_20pct_delay,asr_ge_30pct_delay
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.1,9,access_freshness_lease,rffl_reputation,0.043555701936848504,0.4666666666666667,0.4666666666666667,4.4191919191929885e-05,-0.09555555555555555,0.027777777777777776,-0.02300000000000002,-1.7763733000000173,3.0,-10.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,0,access_freshness_lease,rffl_reputation,0.06476737751516205,0.4666666666666667,0.4666666666666667,-0.006792929292929295,0.01611111111111111,0.009444444444444443,0.016500000000000015,5.04854259999999,-3.0,-3.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,1,access_freshness_lease,rffl_reputation,0.008250163534384819,0.4666666666666667,0.4666666666666667,-0.023371212121212112,0.13722222222222222,-0.1288888888888889,0.004500000000000004,0.14728560000000357,0.0,-9.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,2,access_freshness_lease,rffl_reputation,0.048969793428259245,0.4666666666666667,0.4666666666666667,0.0002714646464646725,0.31833333333333336,-0.10666666666666667,-0.01599999999999996,11.9936778,3.0,5.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,3,access_freshness_lease,rffl_reputation,0.029539183181938544,0.4666666666666667,0.4666666666666667,-0.0030997474747474774,0.1988888888888889,-0.01777777777777778,-0.01749999999999996,-3.749071399999991,-1.0,-1.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,4,access_freshness_lease,rffl_reputation,0.005483662410447412,0.4666666666666667,0.4666666666666667,0.003945707070707072,0.08,0.017222222222222222,-0.009000000000000008,3.733478500000018,0.0,-3.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,5,access_freshness_lease,rffl_reputation,0.0127113740709182,0.4666666666666667,0.4666666666666667,0.0005366161616161408,-0.013333333333333332,-0.03388888888888889,-0.02150000000000002,0.6546020000000112,0.0,-3.0,-3.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,6,access_freshness_lease,rffl_reputation,0.030728234024303025,0.4666666666666667,0.4666666666666667,-0.0037310606060606266,-0.016666666666666666,-0.023333333333333334,-0.041000000000000036,0.6574494000000044,0.0,-8.0,-8.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,7,access_freshness_lease,rffl_reputation,0.036379351113510386,0.4666666666666667,0.4666666666666667,0.034577020202020206,0.04055555555555557,-0.0661111111111111,-0.03049999999999997,-0.4672354000000212,0.0,0.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,8,access_freshness_lease,rffl_reputation,0.05167586033705232,0.4666666666666667,0.4666666666666667,0.0068497474747475084,-0.022222222222222223,-0.016666666666666663,-0.011999999999999955,0.6667303000000118,-4.0,5.0,-4.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,10,9,access_freshness_lease,rffl_reputation,0.0384865967040212,0.4666666666666667,0.4666666666666667,0.005662878787878793,-0.018333333333333333,-0.23944444444444443,0.063,6.141679699999997,-3.0,-4.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,0,access_freshness_lease,rffl_reputation,-0.009928179677328237,0.4666666666666667,0.4666666666666667,-0.0476704545454546,-0.043333333333333335,0.051666666666666666,0.013000000000000012,13.3157353,3.0,3.0,3.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,1,access_freshness_lease,rffl_reputation,0.005484700592299455,0.4666666666666667,0.4666666666666667,-0.05630050505050496,-0.4066666666666667,0.125,0.005499999999999949,-0.45501600000000053,0.0,0.0,2.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,2,access_freshness_lease,rffl_reputation,-0.007778836582126192,0.4666666666666667,0.4666666666666667,0.007544191919192034,-0.03999999999999998,0.01666666666666672,0.08199999999999996,-0.36305479999998624,-2.0,-2.0,-2.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,3,access_freshness_lease,rffl_reputation,0.09468108957772173,0.4666666666666667,0.4666666666666667,0.13267676767676773,-0.07111111111111112,0.19277777777777777,-0.01100000000000001,5.161427500000002,0.0,0.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,4,access_freshness_lease,rffl_reputation,0.08593172277894048,0.4666666666666667,0.4666666666666667,0.19412878787878796,-0.0005555555555555556,0.5811111111111111,-0.007000000000000006,-5.742315200000007,0.0,0.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,5,access_freshness_lease,rffl_reputation,0.10969319045070085,0.4666666666666667,0.4666666666666667,0.16257575757575754,0.21555555555555556,0.30444444444444446,0.02400000000000002,-17.5440854,1.0,1.0,1.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,6,access_freshness_lease,rffl_reputation,-0.013242791526380152,0.4666666666666667,0.4666666666666667,-0.12420454545454535,-0.052777777777777785,-0.03499999999999992,-0.058499999999999996,-2.083961600000009,-3.0,-3.0,-3.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,7,access_freshness_lease,rffl_reputation,0.059485003538237206,0.4666666666666667,0.4666666666666667,0.09681818181818182,0.03888888888888889,0.18277777777777782,-0.009000000000000008,-11.892307499999987,-2.0,-2.0,-2.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,8,access_freshness_lease,rffl_reputation,0.055229293694811485,0.4666666666666667,0.4666666666666667,0.09933080808080802,0.15444444444444444,0.4272222222222223,-0.030500000000000027,-7.301041600000019,2.0,0.0,2.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.1,9,access_freshness_lease,rffl_reputation,0.005005064261393813,0.4666666666666667,0.4666666666666667,-0.052493686868686856,-0.7377777777777779,-0.2644444444444445,-0.004500000000000004,-11.261003399999993,2.0,2.0,2.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,0,access_freshness_lease,rffl_reputation,0.03924861377560512,0.4666666666666667,0.4666666666666667,0.11058080808080811,-0.05166666666666667,0.175,0.0,2.713353400000017,-1.0,-7.0,-2.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,1,access_freshness_lease,rffl_reputation,0.06818256546791457,0.4666666666666667,0.4666666666666667,0.1483522727272728,-0.03944444444444445,0.5427777777777778,-0.014999999999999958,-0.8248868999999956,3.0,3.0,9.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,2,access_freshness_lease,rffl_reputation,0.022376354554089983,0.4666666666666667,0.4666666666666667,0.009949494949495041,-0.015000000000000013,-0.3144444444444445,0.016000000000000014,1.077928600000007,0.0,0.0,-4.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,3,access_freshness_lease,rffl_reputation,0.03765691345411852,0.4666666666666667,0.4666666666666667,0.09141414141414145,0.34944444444444445,-0.17388888888888887,0.0015000000000000013,-4.260628400000002,-1.0,0.0,3.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,4,access_freshness_lease,rffl_reputation,0.05130854851250505,0.4666666666666667,0.4666666666666667,0.08475378787878801,-0.02555555555555556,0.30055555555555563,-0.0040000000000000036,11.581748299999987,-3.0,1.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,5,access_freshness_lease,rffl_reputation,0.03800083290924787,0.4666666666666667,0.4666666666666667,0.08880681818181824,-0.095,0.3472222222222222,0.017500000000000016,6.478086300000001,-3.0,-3.0,3.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,6,access_freshness_lease,rffl_reputation,0.036405194486586634,0.4666666666666667,0.4666666666666667,0.12072601010100997,-0.3005555555555556,0.14722222222222225,-0.020500000000000018,4.365095000000011,0.0,0.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,7,access_freshness_lease,rffl_reputation,0.03802287759145008,0.4666666666666667,0.4666666666666667,0.11352272727272711,-0.04777777777777778,-0.055555555555555525,0.02999999999999997,5.551034299999998,0.0,-6.0,4.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,8,access_freshness_lease,rffl_reputation,0.056627409408249146,0.4666666666666667,0.4666666666666667,0.12326388888888884,0.005555555555555556,-0.1316666666666667,-0.0005000000000000004,-5.247158600000006,-3.0,0.0,4.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,10,9,access_freshness_lease,rffl_reputation,0.02321205636101681,0.4666666666666667,0.4666666666666667,0.05655303030303033,0.05388888888888889,0.07277777777777783,-0.02200000000000002,-0.18557799999999247,0.0,0.0,3.0
