dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,legitimate_newcomer_case,newcomer_count,incumbent_count,newcomer_initial_training_eligible_rate,newcomer_initial_limited_rate,newcomer_completed_tasks_mean,newcomer_onboarding_seconds_mean,incumbent_initial_training_eligible_rate,newcomer_full_access_before_attack_rate,newcomer_first_full_access_round_max
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,0,1,9,1.0,1.0,9.0,3.014909029006958,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,0,1,9,1.0,1.0,9.0,2.8022093772888184,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,0,1,1,9,1.0,1.0,9.0,3.077383041381836,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,1,1,1,9,1.0,1.0,9.0,2.638944625854492,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,2,1,1,9,1.0,1.0,9.0,2.81838321685791,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,3,1,1,9,1.0,1.0,9.0,3.081469774246216,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,4,1,1,9,1.0,1.0,9.0,3.0376460552215576,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,5,1,1,9,1.0,1.0,9.0,2.575665235519409,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,6,1,1,9,1.0,1.0,9.0,2.5397136211395264,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,7,1,1,9,1.0,1.0,9.0,2.545337677001953,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,8,1,1,9,1.0,1.0,9.0,2.439162254333496,1.0,1.0,5
cifar10,10,1,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,9,1,1,9,1.0,1.0,9.0,2.504347324371338,1.0,1.0,5
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,0,0,1,9,1.0,0.0,9.0,2.896249532699585,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,0,1,9,1.0,0.0,9.0,2.7909185886383057,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,0,1,9,1.0,0.0,9.0,2.3740179538726807,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,0,1,9,1.0,0.0,9.0,2.8851020336151123,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,0,1,9,1.0,0.0,9.0,3.267256498336792,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,0,1,9,1.0,0.0,9.0,2.926908254623413,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,6,0,1,9,1.0,0.0,9.0,2.9549660682678223,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,7,0,1,9,1.0,0.0,9.0,2.4688777923583984,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,0,1,9,1.0,0.0,9.0,2.894679069519043,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,0,1,9,1.0,0.0,9.0,3.040728807449341,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,0,1,1,9,1.0,0.0,9.0,2.8874940872192383,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,1,1,1,9,1.0,0.0,9.0,2.27573299407959,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,2,1,1,9,1.0,0.0,9.0,2.7023513317108154,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,3,1,1,9,1.0,0.0,9.0,3.3395612239837646,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,4,1,1,9,1.0,0.0,9.0,2.859973907470703,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,5,1,1,9,1.0,0.0,9.0,2.212488889694214,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,6,1,1,9,1.0,0.0,9.0,2.836937427520752,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,7,1,1,9,1.0,0.0,9.0,2.6298530101776123,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,8,1,1,9,1.0,0.0,9.0,2.9309542179107666,1.0,1.0,1
cifar10,10,1,mixed_maturity,rffl_reputation,dirichlet_lcb,benign_concept_drift,0.5,9,1,1,9,1.0,0.0,9.0,2.870868444442749,1.0,1.0,1
