"dataset","client_count","attacker_count","cohort_mode","variant","trust_estimator","attack_scenario","noniid_alpha","repeat","audit_valid","chain_valid","signatures_valid","event_count","checked_signatures","observed_head"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","0","1","1","1","2808","1794","c095441b405c2e3cb0d6f765f98178cc71cd8b280327b704688ee7fee92751a3"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","1","1","1","1","2810","1795","0576e7bff7c1fc5e974a2d617a1afbb9cbf89b4a6f0a008cce774f3f8c6df49c"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","2","1","1","1","2806","1793","7f8edf21853e8a4f64e7f05d9ea698d1451123366757e68c502617c1b110a87e"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","3","1","1","1","2806","1793","cc5a2a5283ee85c398997da70843a83e95c8f1e91bdaae1bee448e0e9afa1fb8"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","4","1","1","1","2809","1796","b202662fbe6d2e180687046e8faade23c3ce4f219082976bcfacdcfb4e580f15"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","5","1","1","1","2804","1792","280dd88026bdb045518d24267eebe4aa71e3e424ac613e7650ca7ffba0c79e15"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","6","1","1","1","2800","1790","6e6451ad69846462bfe4865e9de159c7ac475519b3a25412fdba7856ca067046"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","7","1","1","1","2804","1792","e4b21691249546bc0af2f7f6c47b671a7ec1e843de942c84537c89593636e026"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","8","1","1","1","2802","1791","a3d875531e3ff2a293820a19fd650f6d5f4fe40370945ec557cdacdd9458bfa4"
"cifar10","10","1","mixed_maturity","access_freshness_lease","dirichlet_lcb","benign_concept_drift","0.5","9","1","1","1","2810","1795","ff1cd07ac9e34250c7ac66f217ebac7392ac5f783f75319127d2fd71d6e2f598"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","0","1","1","1","2799","1794","db2f29c9aee15dfda6babf4e2b15f0354df9ff7d83fe8b2a05af0d856e6e552e"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","1","1","1","1","2801","1795","4c5cced5cdd14cd49fee4072d9ddfe651c3c15101fc92304a7ed0b39b1f99125"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","2","1","1","1","2797","1793","be023b3275d4cc4ff9adda4805167ed4151c3ad54a018823b1901ad657b33575"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","3","1","1","1","2797","1793","8a17379dc9c9e535ae00b6f288a94db8bc9cf010a1149632a0878685df78fdc1"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","4","1","1","1","2800","1796","4d68f19272d89053794e15e9db583410f244373305a4b3428ff218ae8ed06a26"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","5","1","1","1","2795","1792","39d6f9366b3fb158c941e178708c8eb6c503732d0655c260f95335817a25c587"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","6","1","1","1","2791","1790","2681fa35825bf75758c3f4c943cdb2636ad861b6958b423e300650865c42d71a"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","7","1","1","1","2795","1792","78b13ee5bd95a37b6939b9cc0feabf8cbb2d647739d6b005d7dca77808f3a280"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","8","1","1","1","2793","1791","f923061d57d36140d1de472495f6dcdf1b8692ac752dbc8611a97d287843f339"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","9","1","1","1","2801","1795","ab7ab91e4b2fb479c2c48029b8d28fd655d971e5ff9e63a49d43fde0e8af9596"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","0","1","1","1","2799","1794","8127ee54edba638a78011c16fc789268341531fcd0c87f8ee71678a147d2fb53"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","1","1","1","1","2801","1795","43bdeb6e36f8c33b70900c85541ee945a64a3e07f72d038cb7b43b9786acf0d1"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","2","1","1","1","2797","1793","5ca67e7fb32de7f6b95d6cf6539730e13d7085601d1245f794eb3dcc41b67ac8"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","3","1","1","1","2797","1793","fe57ff5366bee3e87d2ceb65edfb5caf6e2f83a600b7d7cd9ae9b9df6c976688"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","4","1","1","1","2800","1796","b08721bacc1e8bdf46c95bc35a88e3b2281019615466a5914fcf5907d41ccdf1"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","5","1","1","1","2795","1792","56e2ea93ed727ddbc6bf9c2fba7f9570e19ce327f88cb728a9de5a01968b9f1e"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","6","1","1","1","2791","1790","b537a42fc6a5c9eb1511871486957280f5e3c4b5a480919a075368b49575fc4f"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","7","1","1","1","2795","1792","a89df75a68ffd803d609349303ec67893a53beeecf58f78ae0af797955bb26d1"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","8","1","1","1","2793","1791","e8097beee076ba106e89b2967e498124d0ff79616939c18675d68c02c02d9e5d"
"cifar10","10","1","mixed_maturity","access_full","dirichlet_lcb","benign_concept_drift","0.5","9","1","1","1","2801","1795","cf1a7d77d856d5dfa6f83dfdddab05aa21d10dbce780d9efed5e626858f993db"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","0","1","1","1","2798","1794","58c44ad111e0081b4db265d26e73c3517224919ef779e1f29fa9f351fcc4bf63"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","1","1","1","1","2800","1795","6629d0563478326d05f6d5238be4cc0dbca9619e9b065892f3b616745ab69803"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","2","1","1","1","2796","1793","5c20bb5797b806f2e40e7c1cae3e4e0a3ebb3616fa7277dbc379560ac9e46fa7"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","3","1","1","1","2796","1793","4b74e217099de651700574076eb7529a7a111cf4d678c9da1f2031b2001cd07d"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","4","1","1","1","2799","1796","5eca07aea3d6f54d78e7660eacf3b0afa23ffd4885a12d333d26653609ff9674"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","5","1","1","1","2794","1792","d68780976318b91aef78c14c03769dba124624239c6baa00bfd4d3e2cee38de3"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","6","1","1","1","2790","1790","ac126a92532135e7788a8d22e5ba59e51018f9930298040e32b168e2ea9bf30d"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","7","1","1","1","2794","1792","0c062547e4460948f14640305e1d6d6bf01ef368f847b489cbdb43177f3b7826"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","8","1","1","1","2792","1791","a024ec3cf6d8d6c9f57ecd94fd819cb8dd65c2efed85d2fb9b2ae764d1f7d4a5"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","diverse_then_repeat_backdoor","0.5","9","1","1","1","2800","1795","4a3cb402612aae106471cdd703a187eaf75326e28dbe01be30622039eacb9354"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","0","1","1","1","2798","1794","82617fa09307ce53179b8653ca345d90749a04df85eff3a76d1aa7f3b2dcae65"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","1","1","1","1","2800","1795","ecedd066357ae77b474956b0cb13c252f6eb2c3a690879fd3ed63cce467ca1ef"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","2","1","1","1","2796","1793","6f2e83165264aafa38db1146b04d614d221bc756d23be6f870d63a1a510e2ec1"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","3","1","1","1","2796","1793","421997f283a730c657a41170d81c5bfc5e49555e84d817375609b99136494f6b"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","4","1","1","1","2799","1796","0860d588dcfaa9ed2a09e111372b07fbfac3eed1315e75f2484b7583be704ca0"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","5","1","1","1","2794","1792","b18d0ddc83947ec7b308d55fbec1420f6ea65a8166ced51f67d3100c2ba8a770"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","6","1","1","1","2790","1790","2bbc623755aaa6c73679e0054a4b1ad1208e615a36d2eb1353dcca9b62de2488"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","7","1","1","1","2794","1792","15bf248857bcb33343db25a8761c6ee64965dcd294ecf0d986316b7980889b9e"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","8","1","1","1","2792","1791","644aed7f403fc86ae5ce9c0f22b8b1eadc87882e452fdfbe854e9d99c1b33968"
"cifar10","10","1","mixed_maturity","rffl_reputation","dirichlet_lcb","benign_concept_drift","0.5","9","1","1","1","2800","1795","e8f563bab4759c61858c32116eeac5b37135c7805fda1ac0918ce5c52c27819a"
