attack_scenario,independent_pairs,nominal_matched_weight,asr_auc_reduction_mean,asr_auc_reduction_ci95_half_width,asr_auc_reduction_positive_pairs,asr_auc_reduction_negative_pairs,asr_auc_reduction_paired_t_pvalue,final_asr_reduction_mean,final_asr_reduction_ci95_half_width,final_asr_reduction_positive_pairs,final_asr_reduction_negative_pairs,final_asr_reduction_paired_t_pvalue,final_accuracy_difference_mean,final_accuracy_difference_ci95_half_width,final_accuracy_difference_positive_pairs,final_accuracy_difference_negative_pairs,final_accuracy_difference_paired_t_pvalue,sustained_target_share_reduction_mean,sustained_target_share_reduction_ci95_half_width,sustained_target_share_reduction_positive_pairs,sustained_target_share_reduction_negative_pairs,sustained_target_share_reduction_paired_t_pvalue,target_aggregation_mass_difference_mean,target_aggregation_mass_difference_ci95_half_width,target_aggregation_mass_difference_positive_pairs,target_aggregation_mass_difference_negative_pairs,target_aggregation_mass_difference_paired_t_pvalue,empirical_weight_mass_matched_within_1pct_rate
benign_concept_drift,10,0.7666666666666667,-0.0033484848484848567,0.00761917062458118,3,7,0.34611293999954845,-0.019888888888888893,0.04182421521383005,5,5,0.310036198645443,0.003099999999999986,0.013931411213779787,5,4,0.6267912689354249,0.0019321700831229187,0.0004472185827863495,10,0,4.328723170984494e-06,5.684341886080802e-14,0.0,10,0,0.0,1.0
diverse_then_repeat_backdoor,10,0.7666666666666667,-0.00933648989898988,0.01413093255519853,4,6,0.16921949436971173,0.03622222222222221,0.06876939197134191,6,4,0.26392044988390395,-0.012750000000000001,0.010043697576743822,2,8,0.018425518145004018,0.001932170083122933,0.00044721858278635177,10,0,4.328723170984405e-06,5.684341886080802e-14,0.0,10,0,0.0,1.0
