dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,stage,attacker_fraction,normal_nodes,target_initial_limited_rate,target_initial_admitted_rate,normal_initial_admitted_rate,target_onboarding_seconds_mean,normal_onboarding_seconds_mean,target_returned_updates_after_start,target_aggregated_updates_after_start,target_effective_aggregation_share_after_start,target_rffl_removals,normal_rffl_removals,update_payload_bytes,server_processing_seconds,configuration_runtime_seconds,controller_state_bytes,configured_access_lease_full_updates,final_accuracy,final_backdoor_asr,total_rounds,target_full_access_round_mean,target_promoted_rate,target_effective_aggregation_share_early,target_effective_aggregation_share_late,backdoor_asr_auc_after_start,backdoor_asr_at_round_8,backdoor_asr_growth_round_8_to_final,first_round_asr_ge_10pct,first_round_asr_ge_20pct,first_round_asr_ge_30pct,target_effective_aggregation_share_sustained,target_limited_returned_update_rate_after_start,target_full_weight_aggregated_update_rate_after_start,target_lease_expirations,target_lease_renewals,normal_lease_expirations,lease_full_updates
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,0,formal,0.1,18,1.0,0.0,1.0,3.324631690979004,9.766227351294624,90,90,0.06618208272142632,0,0,122920000,60.88965764,210.7309519,8331007,5,0.359,0.33444444444444443,50,5.0,1.0,0.06618208272142644,0.06618208272142632,0.1891540404040404,0.1661111111111111,0.16833333333333333,8.0,19.0,19.0,0.06618208272142632,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,formal,0.1,18,1.0,0.0,1.0,2.923642635345459,14.63891949918535,90,90,0.015405230975182597,0,0,122920000,64.70626195,190.6330723,8318671,5,0.3375,0.14555555555555555,50,5.0,1.0,0.015405230975182635,0.015405230975182616,0.08888888888888889,0.33,-0.18444444444444447,8.0,8.0,8.0,0.015405230975182616,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,formal,0.1,18,1.0,0.0,1.0,2.9422430992126465,16.276240600479973,90,90,0.06984027876931767,0,0,122920000,61.77391330999999,185.2257247,8425215,5,0.3615,0.26166666666666666,50,5.0,1.0,0.06984027876931784,0.06984027876931768,0.20352904040404043,0.05277777777777778,0.20888888888888887,6.0,6.0,6.0,0.06984027876931768,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,formal,0.1,18,1.0,0.0,1.0,3.176775813102722,14.748227503564623,90,90,0.08247344476860397,0,0,122920000,66.14388932,191.0921229,8339151,5,0.3635,0.26,50,5.0,1.0,0.08247344476860402,0.08247344476860408,0.20587121212121212,0.1322222222222222,0.1277777777777778,6.0,6.0,23.0,0.08247344476860408,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,formal,0.1,18,1.0,0.0,1.0,2.8305338621139526,11.506931808259752,90,90,0.09908666297183766,0,0,122920000,66.1807694,190.616643,8310479,5,0.344,0.595,50,5.0,1.0,0.09908666297183756,0.0990866629718376,0.29387626262626254,0.13722222222222222,0.45777777777777773,6.0,6.0,12.0,0.0990866629718376,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,formal,0.1,18,1.0,0.0,1.0,2.820672035217285,11.046900550524393,90,90,0.08663567037185271,0,0,122920000,61.412079909999996,153.8754822,8310479,5,0.3595,0.5105555555555555,50,5.0,1.0,0.0866356703718529,0.08663567037185267,0.2906123737373738,0.13333333333333333,0.37722222222222224,6.0,6.0,9.0,0.08663567037185267,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,6,formal,0.1,18,1.0,0.0,1.0,2.9958584308624268,3.0013434092203775,90,90,0.0784661443508389,0,0,122920000,59.808868430000004,123.7912833,8421071,5,0.3355,0.33666666666666667,50,5.0,1.0,0.07846614435083901,0.07846614435083889,0.24124999999999996,0.2,0.13666666666666666,7.0,7.0,7.0,0.07846614435083889,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,7,formal,0.1,18,1.0,0.0,1.0,3.567115068435669,6.479772792922126,90,90,0.07893237052789628,0,0,122920000,68.17243961,165.5367317,8330959,5,0.357,0.225,50,5.0,1.0,0.0789323705278962,0.07893237052789635,0.2025315656565657,0.09555555555555556,0.12944444444444445,6.0,14.0,16.0,0.07893237052789635,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,formal,0.1,18,1.0,0.0,1.0,3.3232027292251587,6.509836528036329,90,90,0.07927005155632988,0,0,122920000,61.69524166000001,160.4341887,8331007,5,0.349,0.59,50,5.0,1.0,0.07927005155632998,0.0792700515563299,0.23778409090909092,0.24944444444444444,0.3405555555555555,7.0,7.0,12.0,0.0792700515563299,0.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_weight_matched,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,formal,0.1,18,1.0,0.0,1.0,2.2246155738830566,14.472679879930284,90,90,0.047489265233235226,0,0,122920000,64.12666526000001,186.1027087,8343295,5,0.34,0.1,50,5.0,1.0,0.04748926523323544,0.047489265233235226,0.13736742424242426,0.05388888888888889,0.04611111111111112,11.0,11.0,15.0,0.047489265233235226,0.0,0.0,0,0,0,0
